Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Enxoo,https://www.crunchbase.com/organization/enxoo,"enxoo supports customers by enabling them to enhance their relationships with customers, partners and employees. Their mission is to provide a combination of tools and consulting services that enables their customers to excel - increasing revenue, shortening sales cycles and aligning cross-department goals. It’s the foundation that will support rapid business growth.  Their people complement their technology. They are firm believers in knowledge sharing, meaning all their clients benefit from hearing industry best practice and seeing it put into action. The result is fast implementation, business continuity and optimal use of their solutions - often all within a few weeks.","B2B, Business Information Systems, Cloud Computing, CRM, Information Technology",https://www.enxoo.com/,"Warsaw, Mazowieckie, Poland",Enxoo provides business transformation services combined with industry-specific solutions.,"254,460","176,611","122,044.17","1,963.94%","43,150%",865,6.08,423.16%,7.68%,-91.25%,"360,600","-1,878,539",-83.9%,European Union (EU),Active,2011-12-09,day,,101-250,,,,13591002,USD,13591002
PSPDFKit,https://www.crunchbase.com/organization/pspdfkit,"PSPDFKit supports blazingly fast PDF viewing, adding annotations, and filling out forms. Their battle-tested code is trusted by IBM, Box, Dropbox, Evernote, and hundreds of other companies. Benefit from a solid, tested codebase and incorporate all those advanced features into your own app. Integrating PSPDFKit will save you at least one year compared to developing the technology in-house. PSPDFKit is a 100% bootstrapped company.","Cloud Computing, Document Management, Mobile, Software",https://pspdfkit.com,"Vienna, Wien, Austria","PSPDFKit supports blazingly fast PDF viewing, adding annotations, and filling out forms.","10,875","175,102","155,807.5",-4.97%,-18.24%,242,2.05,9.17%,75.95%,2.98%,"375,996","25,763",7.36%,European Union (EU),Active,2010-01-01,year,3,51-100,"Jonathan Rhyne, Martin Schurrer, Peter Steinberger",,,13783010,USD,13783010
ASRock Rack,https://www.crunchbase.com/organization/asrock-rack,"ASRock Rack Inc., established in 2013, specialized in the field of Cloud Computing server hardware. While inheriting ASRock’s design concepts, “Creativity, Consideration, Cost-effectiveness”, the company is dedicated to bring the Server Industry out of the box thinking with the passion to innovate. Leveraged by ASRock’s growing momentum and distribution channels, this young and vibrant company targets at the booming market of Cloud Computing, and commits to serve the market with user friendly and eco friendly Do It Yourself Server hardware, featuring flexible and reliable products.",Cloud Computing,http://www.asrockrack.com,"Nijmegen, Gelderland, The Netherlands",ASRock Rack specialized in the field of Cloud Computing server hardware.,"316,901","165,464","95,766.5",203.7%,-3.4%,483,3.08,42.68%,50.62%,-34.94%,"376,637","-366,777",-49.34%,European Union (EU),Active,2013-01-01,year,,51-100,,,,,,
Crozdesk,https://www.crunchbase.com/organization/crozdesk,"Crozdesk is a discovery platform that connects software buyers with B2B SaaS-based products. The platform enables its users to search for a range of software, including business management, accounting, workforce management, testing, project management, and CRM. Once its users find the software of their choice, they can purchase them from the website. Crozdesk was launched in 2014 by Nicholas Hopper and is based in England.","Cloud Computing, Developer Tools, SaaS, Software",http://crozdesk.com,"London, England, United Kingdom",Crozdesk is a discovery platform which connects software buyers with B2B SaaS products,"74,777","164,196","164,809.83",-2.62%,44.05%,242,1.86,34.34%,67.75%,-18.08%,"392,740","20,768",5.58%,,Active,2014-01-01,year,1,1-10,Nicholas Hopper,,,,,
Severalnines,https://www.crunchbase.com/organization/severalnines,"Severalnines provides automation and management software for database clusters. Over 7,000 companies have used its free Cluster Configurator to date to deploy production-class clusters on their own servers or in the cloud.","Cloud Computing, Open Source, Software",http://www.severalnines.com,"Stockholm, Stockholms Lan, Sweden",Software for HA Database Clusters,"220,666","164,185","265,828",-23.51%,-81.2%,110,1.25,4.55%,86.29%,-2.9%,"378,715","80,361",26.93%,"European Union (EU), Nordic Countries, Scandinavia",Active,2011-01-01,year,2,11-50,"Johan Andersson, Vinay Joosery",,,,,
CloudBM,https://www.crunchbase.com/organization/cloudbm,,"Cloud Computing, Cloud Data Services, Information Technology, Internet, Software",https://www.cloudbm.com,"Sofia, Grad Sofiya, Bulgaria",CloudBM Web Solutions is a software company exclusively dedicated to cloud-based projects.,"1,680,017","146,165","42,242.83",271.17%,53.51%,852,2.74,22.18%,12.9%,-47.15%,"424,646","-552,160",-56.53%,European Union (EU),Active,2010-01-01,year,,1-10,,,,,,
UJAM,https://www.crunchbase.com/organization/ujam,"UJAM is a cloud-based service enabling everyone, musician or not to produce great sounding music and share it with their friends and the world. UJAM aims to be the go-to place to create music easy, fast and from everywhere UJAMs core technology augments simple user input such a singing or whistling into fully-fledged, studio-quality songs by interpreting melody, composing chords, arranging song form and rendering the result with professionally produced musical styles. Long-term, UJAM can be integrated and embedded with other services on any platform and aims to become a go-to-place for all music-lovers for creating and sharing their music. UJAM was founded in April 2009 by music technology pioneer Peter Gorges, Hip Hop producer Pharrell Williams and film composer Hans Zimmer. They soon added General Manager Axel Hensen and Chief Inventor Paul Kellett to the founders team. UJAMs investors are the founders, Sequoia Capitalâ€™s special limited partner Mark Kvamme as well as Hasso Plattner Ventures, a venture capital fund initiated by SAPs famous founder.","Cloud Computing, Music",http://ujam.com,"Bremen-vegesack, Bremen, Germany",UJAM offers cloud-based software that enables anyone to record and produce music and share it with their others.,"227,286","143,512","140,657.33",63.71%,-37.81%,380,2.87,-11.21%,61.88%,13.54%,"430,104","-149,734",-25.82%,European Union (EU),Active,2010-04-01,day,3,1-10,"Axel Hensen, Paul Kellett, Peter Gorges",1,,,,
Workspace 365,https://www.crunchbase.com/organization/workspace-365,"Started out in 2010, Workspace 365 has always aimed to bring simplicity to your workday. And we don’t just do this by developing the best adaptive workspace. We embrace simplicity in everything we do; from the way we collaborate with each other and our customers and partners, to the services we offer. Because there’s no time for bullshit: there’s more important things to do. Building a movement With a fast-growing international team, we encourage others to do the same and stop wasting time, money and effort – their own as well as their customers’ – trying to compete, when the actual answer is to collaborate. Constantly evolving We believe “being the best” is not just something you work to achieve once. It requires continuous improvement: of the workspace, as a team and as individuals. That’s why we adapt quickly, innovate smart and educate and improve ourselves every day.","Cloud Computing, Enterprise Software, Mobile, Software",https://workspace365.net/,"Nijkerk, Gelderland, The Netherlands",Workspace 365 is an internet based company.,"217,048","143,477","84,929.83",23.94%,123.75%,"1,121",3.28,34.38%,26.4%,-27.25%,"415,407","-36,599",-8.1%,European Union (EU),Active,2010-01-01,year,2,51-100,"Erik Nicolai, Hans de Graaf",,,,,
GarageFarm.NET Ltd,https://www.crunchbase.com/organization/garagefarm-net,"GarageFarm.NET offers professional CPU & GPU cloud rendering services to all major CG industries around the globe. It doesn't matter if you're a freelancer, a few people growing studio, or an established large company from the most remote place on Earth, we have advanced software and sufficient computing power to meet your needs.  The render farm runs on hardware carefully selected and configured by our team of IT experts. We put a lot of emphasis on delivering high-quality, fast, and reliable service that anyone can afford.  We take pride in providing the latest technology as well as offering professional tech support you can turn to 24/7. You get access to a team of experts who always have your back.","3D Technology, Cloud Computing, Software",http://garagefarm.net,"Hatfield, Hertford, United Kingdom","Fast, reliable, and the most affordable commercial 3D render farm in the industry","334,149","132,496","120,852.5",95.37%,-43%,554,1.78,-32.31%,67.28%,42.06%,"438,423","-206,295",-32%,,Active,2010-03-01,day,1,11-50,Tomek Swidzinski,,,,,
FTAPI Software,https://www.crunchbase.com/organization/ftapi-software,"FTAPI is the Secure Data Workflow Platform for simple and flexible implementation, centralization and automation of sensitive data workflows. FTAPI offers the security standard for digital data exchange processes – both automated and manual – that every organization needs. With it, we connect people, data and systems securely, quickly and easily. Since 2010, over 1,200 companies and more than one million active users have trusted our products – whether it’s sending or receiving data, structured data inbound, sharing confidential information, or securely automating processes. Backed by one of Europe’s leading growth capital investors, we are committed to making data sharing easy and secure. Used in the right places, FTAPI’s solutions help drive digitization in companies with simple means and significantly increase the efficiency of work processes. Under the vision “Securing Digital Freedom”, FTAPI is thus committed to the identity preservation of individuals and companies. FTAPI is the market leader in German-speaking countries.","B2B, Cloud Computing, Cloud Security, Compliance, Data Integration, Enterprise Applications, Enterprise Software, File Sharing, Security, Software",http://www.ftapi.com,"Munich, Bayern, Germany",Secure and easy data workflows and automation,"33,345","131,115","119,006.83",60.74%,14.43%,444,2.19,-4.47%,57.74%,46.03%,"441,440","-130,203",-22.78%,European Union (EU),Active,2010-01-01,year,4,101-250,"Daniel Niesler, Marco Göbel, Stephan Niedermeier, Tanja Gamperl",,,,,
Sugest,https://www.crunchbase.com/organization/sugest,,"Cloud Computing, Document Management, Translation Service",http://sugest.es,"Barcelona, Catalonia, Spain","Sugest offers document management services, cloud computing, electronic signature and translation services, etc.","1,199,616","129,857",,74.71%,"2,798.31%","1,710",1.1,-10.73%,92.51%,7.52%,"444,267","-162,988",-26.84%,European Union (EU),Active,2013-01-01,day,,1-10,,,,,,
