Organization Name,Organization Name URL,Full Description,Industries,Website,Headquarters Location,Description,CB Rank (Company),SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration Growth,SEMrush - Visit Duration,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Bounce Rate Growth,SEMrush - Global Traffic Rank,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Founders,Number of Employees,Founders,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
meShare Inc.,https://www.crunchbase.com/organization/meshare--inc-,"Since being founded in 2014, meShare has focused on creating an open, cloud platform to help more businesses participate in the IoT movement and provide better IoT solutions that fit users' needs. To realize this, we've built our own data center in the US and have partnered with smart home product teams to transform the way their customers interact with their devices. As a result, millions of users use meShare to keep their homes and businesses safe, connect with family and friends, and share and remember special moments. meShare offers cloud video services and various solutions to help product teams realize their IoT vision. The service range doesn't stop at development and launch but continues through post-launch to help their solutions grow. Learn more about meShare at https://www.meshare.com/.","Cloud Computing, Cloud Infrastructure, Internet of Things, Smart Building, Smart Cities, Smart Home, Software, Video, Video Streaming",http://www.meshare.com,"Milpitas, California, United States","meShare is a cloud platform helping businesses integrate Video and IoT solutions into their processes, products, and services.","2,451","547,401","395,412.83",-18.12%,17.56%,529,2.52,-19.81%,35.23%,28.25%,"170,570","28,183",19.79%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-07-19,day,3,51-100,"Andrew Xie, Charlie Wan, Kevin Wan",4,"2,601",,,
Atlantic.Net,https://www.crunchbase.com/organization/atlantic-net,"Atlantic.Net offers businesses with a range of hosting solutions and services. Atlantic.Net offers SSD cloud, HIPAA complaint, and custom dedicated hosting services. Its SSD cloud hosting solutions focus on Windows, Linux, FreeBSD servers, WordPress, cPanel, LAMP, LEMP, Docker, and Node JS. Its HIPAA complaint hosting solution focuses on the regulatory requirement of taxing in a business. And its custom dedicated hosting solutions focus on the management of enterprise network infrastructure, applications, and systems. Atlantic.Net was founded in June 1994 by Marty Puranik and is headquartered in Orlando, Florida. It has offices in New York, London, Toronto, San Francisco, and Dallas.","Cloud Computing, Cloud Infrastructure, Web Hosting",https://www.atlantic.net,"Orlando, Florida, United States","Atlantic.Net is a business cloud hosting company that offers on-demand, HIPAA compliant, and dedicated hosting.","235,197","545,254","315,168.5",132.75%,45.56%,"1,508",5.5,13.68%,53.89%,-15.25%,"171,028","-126,321",-42.48%,"East Coast, Southern US",Active,1994-06-01,day,1,11-50,Marty Puranik,,,1161692,USD,1161692
Kmesh.io,https://www.crunchbase.com/organization/kmesh-io,"Kmesh.io is a multi-cloud data orchestration company that develops a data mobility platform designed to easily distribute data. It provides software that distributes data, across on-prem, clouds, countries, and edges, as a single global namespace. It was founded in 2015 and is based in Santa Clara, California.","Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Private Cloud, Software",http://www.kmesh.io,"Santa Clara, California, United States",Kmesh.io is a multi-cloud data orchestration company that develops a data mobility platform designed to easily distribute data.,"286,247","534,294","448,908.5",-25.46%,-37.06%,321,1.18,1.27%,88.43%,3.96%,"173,556","38,134",28.16%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2015-01-01,year,3,11-50,"Michael Nishimoto, Ramanand Narayanan, Vinay Gaonkar",,,,,
E2open,https://www.crunchbase.com/organization/e2open,"About E2open At E2open, we’re creating a more connected, intelligent supply chain. It starts with sensing and responding to real-time demand, supply and delivery constraints. Bringing together data from customers, distribution channels, suppliers, contract manufacturers and logistics partners, our collaborative and agile supply chain platform enables companies to use data in real time, with artificial intelligence and machine learning to drive smarter decisions. All this complex information is delivered in a single view that encompasses your demand, supply, logistics and global trade ecosystems. E2open is changing everything. Demand. Supply. Delivered.™ Visit www.e2open.com","Cloud Infrastructure, Logistics, Real Time, SaaS, Software, Supply Chain Management",https://www.e2open.com/,"Austin, Texas, United States",Zyme is the global leader in the emerging channel data management (CDM) space.,"3,523","515,546","506,341.33",130.31%,-9.18%,544,2.58,-23.22%,47.32%,36.02%,"171,573","-118,417",-40.83%,Southern US,Active,2000-01-01,year,5,1001-5000,"Greg Clark, Joseph Urban, Mark Holman, Nevan Elam, Stephen Ward",3,,,,
PopBookings,https://www.crunchbase.com/organization/popbookings,"PopBookings is a cloud-based software that automates the hiring process for temporary and promotional staffing companies. It makes the process of booking and communicating with promotional staff simple by streamlining every step on one easy platform. They connecting agencies and brands with event workers, helping find everyday people to celebrate beloved brands through beautiful events. PopBookings was founded in 2014 and is headquartered in Kansas City, Missouri, United States.","Cloud Infrastructure, Developer Tools, Information Technology, SaaS, Software",https://www.popbookings.com/,"Kansas City, Missouri, United States",PopBookings is a cloud-based software that automates the hiring process for temporary and promotional staffing companies.,"68,665","511,791","266,887.33",156.81%,38.63%,323,1.77,-9.82%,64%,6.29%,"178,982","-152,988",-46.08%,Midwestern US,Active,2014-08-10,day,2,11-50,"Erika Klotz, Scott Hanson",2,3,,,
Coupa Software,https://www.crunchbase.com/organization/coupa,"Coupa Software is an information technology company that specializes in the fields of procurement, finance, and cloud-based financial applications. The company offers cloud spend management (CSM) solutions that help companies control and gain visibility into their indirect spending while generating savings that go directly to the bottom line. It was founded in 2006 and headquartered in San Mateo, California.","Cloud Infrastructure, FinTech, Procurement, SaaS, Software",http://www.coupa.com,"San Mateo, California, United States",Coupa is a cloud platform for business spend that offers a fully unified suite of financial applications for business spend management.,399,"508,089","320,172.33",95.22%,26.96%,"1,229",3.87,9.31%,63.86%,7.04%,"180,058","-96,878",-34.98%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2006-01-01,year,3,501-1000,"Dave Stephens, Noah Eisner, Ravi Thakur",8,"2,523",78029533,USD,78029533
Render,https://www.crunchbase.com/organization/render,Render offers the easiest cloud for developers and teams to host any application or website. The company’s goal is to completely eliminate the need to manage servers by offering a cloud with the best developer experience combined with incredible flexibility and power. This will ultimately improve all software and enable entirely new kinds of applications. Render was founded in 2018 and is based in San Francisco.,"Cloud Infrastructure, Internet, Software",https://render.com,"San Francisco, California, United States",Render provides a cloud for developers and startups to host all their apps and sites.,"2,714","500,852","281,428.33",43.88%,27.55%,713,2.55,30.7%,41.79%,-22.93%,"181,738","-44,283",-19.59%,"San Francisco Bay Area, West Coast, Western US",Active,2018-01-01,month,1,11-50,Anurag Goel,,,,,
Corezoid,https://www.crunchbase.com/organization/corezoid,"Every company has core processes. Today they are living in chaos. Corezoid is a cloud process engine that allows companies to create their own digital core to organize the chaos, do less hardcoding and concentrate on business growth.  Digital core increases the speed of launching new products, reduces the cost of software support and development, helps to fix an outdated company’s backend. It is a stem cell for software engineering. A completely new approach to the IT-solutions development.  Features 1. Rapid integration into any type of business process. 2. Low cost, flexible system. 3. Faster with fewer developers. Why it’s great While you read this text, 140,086 small corezoids have easily handled the work of huge online banks and implemented about a million logical operations.","Business Intelligence, Cloud Computing, Cloud Infrastructure, Enterprise Software, Internet, Internet of Things, Small and Medium Businesses, Telecommunications",https://corezoid.com/,"Redwood City, California, United States",Corezoid provides a Platform-as-a-Service cloud operating system that enables companies to build agile business processes.,"189,812","462,083","180,900.83",360.11%,"3,942.86%",283,1.38,3.19%,71.29%,1.22%,"185,328","-311,702",-62.71%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2014-07-20,day,1,11-50,Alexander Vityaz,,,,,
SERVICEINFINITY,https://www.crunchbase.com/organization/serviceinfinity,"Serviceinfinity, Inc. was incorporated in 2008 and is based in Palo Alto, California.","Cloud Infrastructure, Education",http://www.maialearning.com,"Palo Alto, California, United States","ServiceInfinity offers CollegeOnTrack, a cloud-based education planning system for students from grades 6 to 12.","157,113","460,009","263,386.17",-16.16%,-2.8%,730,2.21,-12.69%,43.58%,0.21%,"193,681","29,516",17.98%,"San Francisco Bay Area, Silicon Valley, West Coast",Active,2008-01-01,year,2,11-50,"Dewan Zeng, Satish Mirle",,,,,
Sauce Labs,https://www.crunchbase.com/organization/sauce-labs,"Sauce Labs is the leading provider of continuous testing solutions that deliver digital confidence. More than 3 billion tests have been run on the Sauce Labs Continuous Testing Cloud, the most comprehensive and trusted testing platform in the world. Sauce Labs delivers a 360-degree view of a customer’s application experience, helping businesses improve the quality of their user experience by ensuring that web and mobile applications look, function, and perform exactly as they should on every browser, OS, and device, every single time. Sauce Labs enables organizations to increase revenue and grow their digital business by creating new routes to market, protecting their brand from the risks of a poor user experience, and delivering better products to market, faster. Co-founded by the original creator of Selenium, Sauce Labs remains deeply rooted in the open source community and provides a combination of expertise, data insight, and customer care that no other automated testing provider can match. Sauce Labs is a privately held company funded by Toba Capital, Salesforce Ventures, Centerview Capital Technology, IVP, Adams Street Partners and Riverwood Capital. For more information, please visit saucelabs.com","Cloud Infrastructure, Information Technology, Mobile Apps, Software, Web Development",http://saucelabs.com,"San Francisco, California, United States",Sauce Labs provides cloud-based testing for mobile and web applications.,"1,412","443,540","632,157.67",-44.94%,-40.11%,851,2.99,-41.92%,43.37%,89.47%,"197,792","73,498",59.13%,"San Francisco Bay Area, West Coast, Western US",Active,2008-07-30,day,4,251-500,"Al Sargent, Jason Huggins, John Dunham, Steven Hazel",,,4035563,USD,4035563
